Avenue,num,Building,Floors,Tenant
14,1,Square,47,Red
13,1,Square,55,Red
14,1,Square,54,Red
13,1,Square,53,Red
14,1,Square,51,Red
13,1,Square,43,Red
14,1,Square,45,Red
13,1,Square,36,Red
14,1,Square,33,Red
13,1,Square,46,Red
14,1,Square,42,Red
13,1,Square,42,Red
14,1,Square,43,Red
13,1,Square,30,Red
14,1,Square,29,Red
13,1,Square,65,Red
14,1,Square,71,Red
13,1,Square,72,Red
14,1,Square,79,Red
13,1,Square,67,Red
14,1,Square,65,Red
13,1,Square,72,Red
14,1,Square,35,Red
13,1,Square,51,Red
14,1,Square,52,Red
13,1,Square,34,Red
14,1,Square,31,Red
13,1,Square,44,Red
14,1,Square,55,Red
13,1,Square,41,Red
14,1,Square,45,Red
13,1,Square,31,Red
14,1,Square,33,Red
13,1,Square,35,Red
14,1,Square,34,Red
13,1,Square,62,Red
14,1,Square,63,Red
13,1,Square,39,Red
14,1,Square,38,Red
13,1,Square,81,Red
14,1,Square,82,Red
13,1,Square,65,Red
14,1,Square,70,Red
13,1,Square,37,Red
14,1,Square,40,Red
13,1,Square,38,Red
14,1,Square,75,Red
13,1,Square,64,Red
14,1,Square,78,Red
13,1,Square,37,Red
14,1,Square,34,Red
13,1,Square,32,Red
14,1,Square,30,Red
13,1,Square,33,Red
14,1,Square,33,Red
13,1,Square,34,Red
14,1,Square,35,Red
13,1,Square,45,Red
14,1,Square,49,Red
13,1,Square,50,Red
14,1,Square,51,Red
13,1,Square,48,Red
14,1,Square,44,Red
13,1,Square,40,Red
14,1,Square,39,Red
13,1,Square,77,Red
14,1,Square,62,Red
13,1,Square,38,Red
14,1,Square,39,Red
13,1,Square,41,Red
14,1,Square,39,Red
13,1,Square,55,Red
14,1,Square,60,Red
13,1,Square,64,Red
14,1,Square,66,Red
13,1,Square,39,Red
14,1,Square,40,Red
13,1,Square,50,Red
14,1,Square,48,Red
13,1,Square,32,Red
14,1,Square,29,Red
13,1,Square,53,Red
14,1,Square,61,Red
13,1,Square,28,Red
14,1,Square,31,Red
13,1,Square,49,Red
14,1,Square,46,Red
13,1,Square,31,Red
14,1,Square,28,Red
13,1,Square,36,Red
14,1,Square,37,Red
13,1,Square,32,Red
14,1,Square,32,Red
13,1,Square,35,Red
14,1,Square,33,Red
13,1,Square,69,Red
14,1,Square,70,Red
13,1,Square,30,Red
14,1,Square,29,Red
13,1,Square,43,Red
14,1,Square,40,Red
13,1,Square,29,Red
14,1,Square,30,Red
13,1,Square,72,Red
14,1,Square,79,Red
13,1,Square,34,Red
14,1,Square,32,Red
13,1,Square,32,Red
14,1,Square,33,Red
13,1,Square,35,Red
14,1,Square,37,Red
13,1,Square,36,Red
14,1,Square,36,Red
13,1,Square,42,Red
14,1,Square,44,Red
13,1,Square,51,Red
14,1,Square,54,Red
13,1,Square,35,Red
14,1,Square,33,Red
13,1,Square,34,Red
14,1,Square,34,Red
13,1,Square,31,Red
14,1,Square,30,Red
13,1,Square,43,Red
14,1,Square,37,Red
13,1,Square,35,Red
14,1,Square,33,Red
13,1,Square,63,Red
14,1,Square,52,Red
13,1,Square,56,Red
14,1,Square,55,Red
13,1,Square,39,Red
14,1,Square,43,Red
13,1,Square,93,Red
14,1,Square,88,Red
13,1,Square,41,Red
14,1,Square,38,Red
13,1,Square,29,Red
14,1,Square,28,Red
13,1,Square,35,Red
14,1,Square,30,Red
13,1,Square,54,Red
14,1,Square,72,Red
13,1,Square,65,Red
14,1,Square,62,Red
13,1,Square,42,Red
14,1,Square,40,Red
13,1,Square,58,Red
14,1,Square,56,Red
13,1,Square,43,Red
14,1,Square,43,Red
13,1,Square,34,Red
14,1,Square,30,Red
13,1,Square,47,Red
14,1,Square,41,Red
13,1,Square,31,Red
14,1,Square,33,Red
13,1,Square,70,Red
14,1,Square,68,Red
13,1,Square,49,Red
14,1,Square,72,Red
13,1,Square,67,Red
14,1,Square,73,Red
13,1,Square,31,Red
14,1,Square,32,Red
13,1,Square,47,Red
14,1,Square,48,Red
13,1,Square,59,Red
14,1,Square,58,Red
13,1,Square,48,Red
14,1,Square,53,Red
13,1,Square,44,Red
14,1,Square,41,Red
13,1,Square,31,Red
14,1,Square,29,Red
13,1,Square,30,Red
14,1,Square,29,Red
13,1,Square,31,Red
14,1,Square,30,Red
13,1,Square,40,Red
14,1,Square,43,Red
13,1,Square,44,Red
14,1,Square,45,Red
13,1,Square,30,Red
14,1,Square,58,Red
13,1,Square,61,Red
14,1,Square,58,Red
13,1,Square,63,Red
14,1,Square,68,Red
13,1,Square,32,Red
14,1,Square,30,Red
13,1,Square,39,Red
14,1,Square,42,Red
13,1,Square,58,Red
14,1,Square,64,Red
13,1,Square,47,Red
14,1,Square,50,Red
13,1,Square,33,Red
14,1,Square,36,Red
13,1,Square,36,Red
14,1,Square,39,Red
13,1,Square,34,Red
14,1,Square,37,Red
13,1,Square,34,Red
14,1,Square,31,Red
13,1,Square,37,Red
14,1,Square,35,Red
13,1,Square,30,Red
14,1,Square,35,Red
13,1,Square,29,Red
14,1,Square,31,Red
13,1,Square,46,Red
14,1,Square,50,Red
13,1,Square,40,Red
14,1,Square,46,Red
13,1,Square,31,Red
14,1,Square,34,Red
13,1,Square,72,Red
14,1,Square,78,Red
13,1,Square,83,Red
14,1,Square,87,Red
13,1,Square,41,Red
14,1,Square,36,Red
13,1,Square,60,Red
14,1,Square,48,Red
13,1,Square,38,Red
14,1,Square,41,Red
13,1,Square,46,Red
14,1,Square,43,Red
13,1,Square,47,Red
14,1,Square,49,Red
13,1,Square,34,Red
14,1,Square,34,Red
13,1,Square,37,Red
14,1,Square,35,Red
13,1,Square,31,Red
14,1,Square,29,Red
13,1,Square,35,Red
14,1,Square,35,Red
13,1,Square,62,Red
14,1,Square,68,Red
13,1,Square,42,Red
14,1,Square,43,Red
13,1,Square,54,Red
14,1,Square,52,Red
13,1,Square,52,Red
14,1,Square,65,Red
13,1,Square,44,Red
14,1,Square,49,Red
13,1,Square,31,Red
14,1,Square,33,Red
13,1,Square,43,Red
14,1,Square,41,Red
13,1,Square,35,Red
14,1,Square,40,Red
13,1,Square,45,Red
14,1,Square,36,Red
13,1,Square,33,Red
14,1,Square,31,Red
13,1,Square,71,Red
14,1,Square,72,Red
13,1,Square,34,Red
14,1,Square,35,Red
13,1,Square,64,Red
14,1,Square,65,Red
13,1,Square,33,Red
14,1,Square,31,Red
13,1,Square,47,Red
14,1,Square,47,Red
13,1,Square,29,Red
14,1,Square,32,Red
13,1,Square,41,Red
14,1,Square,45,Red
13,1,Square,62,Red
14,1,Square,64,Red
13,1,Square,63,Red
14,1,Square,69,Red
13,1,Square,86,Red
14,1,Square,94,Red
13,1,Square,32,Red
14,1,Square,34,Red
13,1,Square,38,Red
14,1,Square,38,Red
13,1,Square,64,Red
14,1,Square,70,Red
13,1,Square,33,Red
14,1,Square,36,Red
13,1,Square,51,Red
14,1,Square,54,Red
13,1,Square,34,Red
14,1,Square,41,Red
13,1,Square,32,Red
14,1,Square,30,Red
13,1,Square,60,Red
14,1,Square,61,Red
13,1,Square,31,Red
14,1,Square,33,Red
13,1,Square,53,Red
14,1,Square,41,Red
13,1,Square,48,Red
14,1,Square,50,Red
13,1,Square,39,Red
14,1,Square,36,Red
13,1,Square,28,Red
14,1,Square,31,Red
13,1,Square,36,Red
14,1,Square,37,Red
13,1,Square,55,Red
14,1,Square,55,Red
13,1,Square,54,Red
14,1,Square,58,Red
13,1,Square,71,Red
14,1,Square,83,Red
13,1,Square,34,Red
14,1,Square,34,Red
13,1,Square,31,Red
14,1,Square,32,Red
13,1,Square,49,Red
14,1,Square,44,Red
13,1,Square,63,Red
14,1,Square,65,Red
13,1,Square,48,Red
14,1,Square,48,Red
13,1,Square,60,Red
14,1,Square,53,Red
13,1,Square,45,Red
14,1,Square,59,Red
13,1,Square,47,Red
14,1,Square,47,Red
13,1,Square,38,Red
14,1,Square,37,Red
13,1,Square,61,Red
14,1,Square,87,Red
13,1,Square,36,Red
14,1,Square,33,Red
13,1,Square,31,Red
14,1,Square,34,Red
13,1,Square,48,Red
14,1,Square,45,Red
13,1,Square,39,Red
14,1,Square,37,Red
13,1,Square,46,Red
14,1,Square,54,Red
13,1,Square,34,Red
14,1,Square,36,Red
13,1,Square,33,Red
14,1,Square,34,Red
13,1,Square,40,Red
14,1,Square,37,Red
13,1,Square,45,Red
14,1,Square,47,Red
13,1,Square,85,Red
14,1,Square,84,Red
13,1,Square,67,Red
14,1,Square,66,Red
13,1,Square,73,Red
14,1,Square,79,Red
13,1,Square,53,Red
14,1,Square,72,Red
13,1,Square,43,Red
14,1,Square,43,Red
9,1,Pill,75,Blue
10,1,Pill,63,Blue
12,1,Pill,84,Blue
16,1,Pill,80,Blue
17,1,Pill,63,Blue
18,1,Pill,58,Blue
20,1,Pill,69,Blue
9,1,Pill,81,Blue
10,1,Pill,82,Blue
12,1,Pill,87,Blue
16,1,Pill,93,Blue
17,1,Pill,85,Blue
18,1,Pill,87,Blue
20,1,Pill,86,Blue
9,1,Pill,46,Blue
10,1,Pill,46,Blue
12,1,Pill,52,Blue
16,1,Pill,46,Blue
17,1,Pill,43,Blue
18,1,Pill,50,Blue
20,1,Pill,47,Blue
9,1,Pill,73,Blue
10,1,Pill,76,Blue
12,1,Pill,76,Blue
16,1,Pill,74,Blue
17,1,Pill,77,Blue
18,1,Pill,82,Blue
20,1,Pill,76,Blue
9,1,Pill,40,Blue
10,1,Pill,39,Blue
12,1,Pill,38,Blue
16,1,Pill,41,Blue
17,1,Pill,40,Blue
18,1,Pill,38,Blue
20,1,Pill,44,Blue
9,1,Pill,66,Blue
10,1,Pill,70,Blue
12,1,Pill,68,Blue
16,1,Pill,66,Blue
17,1,Pill,74,Blue
18,1,Pill,81,Blue
20,1,Pill,66,Blue
9,1,Pill,33,Blue
10,1,Pill,36,Blue
12,1,Pill,36,Blue
16,1,Pill,40,Blue
17,1,Pill,34,Blue
18,1,Pill,35,Blue
20,1,Pill,34,Blue
9,1,Pill,29,Blue
10,1,Pill,28,Blue
12,1,Pill,31,Blue
16,1,Pill,30,Blue
17,1,Pill,30,Blue
18,1,Pill,29,Blue
20,1,Pill,30,Blue
9,1,Pill,64,Blue
10,1,Pill,78,Blue
12,1,Pill,51,Blue
16,1,Pill,41,Blue
17,1,Pill,69,Blue
18,1,Pill,79,Blue
20,1,Pill,40,Blue
9,1,Pill,35,Blue
10,1,Pill,38,Blue
12,1,Pill,39,Blue
16,1,Pill,38,Blue
17,1,Pill,35,Blue
18,1,Pill,44,Blue
20,1,Pill,31,Blue
9,1,Pill,72,Blue
10,1,Pill,60,Blue
12,1,Pill,74,Blue
16,1,Pill,86,Blue
17,1,Pill,80,Blue
18,1,Pill,70,Blue
20,1,Pill,88,Blue
9,1,Pill,37,Blue
10,1,Pill,37,Blue
12,1,Pill,38,Blue
16,1,Pill,34,Blue
17,1,Pill,35,Blue
18,1,Pill,38,Blue
20,1,Pill,37,Blue
9,1,Pill,30,Blue
10,1,Pill,32,Blue
12,1,Pill,31,Blue
16,1,Pill,28,Blue
17,1,Pill,30,Blue
18,1,Pill,30,Blue
20,1,Pill,29,Blue
9,1,Pill,30,Blue
10,1,Pill,32,Blue
12,1,Pill,31,Blue
16,1,Pill,29,Blue
17,1,Pill,32,Blue
18,1,Pill,32,Blue
20,1,Pill,30,Blue
9,1,Pill,33,Blue
10,1,Pill,36,Blue
12,1,Pill,36,Blue
16,1,Pill,34,Blue
17,1,Pill,34,Blue
18,1,Pill,40,Blue
20,1,Pill,39,Blue
9,1,Pill,50,Blue
10,1,Pill,50,Blue
12,1,Pill,51,Blue
16,1,Pill,47,Blue
17,1,Pill,48,Blue
18,1,Pill,50,Blue
20,1,Pill,47,Blue
9,1,Pill,34,Blue
10,1,Pill,33,Blue
12,1,Pill,34,Blue
16,1,Pill,33,Blue
17,1,Pill,33,Blue
18,1,Pill,33,Blue
20,1,Pill,34,Blue
9,1,Pill,48,Blue
10,1,Pill,45,Blue
12,1,Pill,49,Blue
16,1,Pill,59,Blue
17,1,Pill,43,Blue
18,1,Pill,48,Blue
20,1,Pill,51,Blue
9,1,Pill,41,Blue
10,1,Pill,41,Blue
12,1,Pill,42,Blue
16,1,Pill,39,Blue
17,1,Pill,41,Blue
18,1,Pill,41,Blue
20,1,Pill,45,Blue
9,1,Pill,33,Blue
10,1,Pill,31,Blue
12,1,Pill,35,Blue
16,1,Pill,32,Blue
17,1,Pill,33,Blue
18,1,Pill,37,Blue
20,1,Pill,34,Blue
9,1,Pill,75,Blue
10,1,Pill,53,Blue
12,1,Pill,51,Blue
16,1,Pill,77,Blue
17,1,Pill,44,Blue
18,1,Pill,55,Blue
20,1,Pill,59,Blue
9,1,Pill,55,Blue
10,1,Pill,50,Blue
12,1,Pill,57,Blue
16,1,Pill,56,Blue
17,1,Pill,52,Blue
18,1,Pill,56,Blue
20,1,Pill,57,Blue
9,1,Pill,54,Blue
10,1,Pill,52,Blue
12,1,Pill,58,Blue
16,1,Pill,62,Blue
17,1,Pill,52,Blue
18,1,Pill,54,Blue
20,1,Pill,56,Blue
9,1,Pill,39,Blue
10,1,Pill,50,Blue
12,1,Pill,39,Blue
16,1,Pill,34,Blue
17,1,Pill,53,Blue
18,1,Pill,65,Blue
20,1,Pill,38,Blue
9,1,Pill,30,Blue
10,1,Pill,31,Blue
12,1,Pill,30,Blue
16,1,Pill,31,Blue
17,1,Pill,30,Blue
18,1,Pill,32,Blue
20,1,Pill,29,Blue
9,1,Pill,61,Blue
10,1,Pill,51,Blue
12,1,Pill,66,Blue
16,1,Pill,67,Blue
17,1,Pill,63,Blue
18,1,Pill,64,Blue
20,1,Pill,68,Blue
9,1,Pill,53,Blue
10,1,Pill,46,Blue
12,1,Pill,61,Blue
16,1,Pill,53,Blue
17,1,Pill,46,Blue
18,1,Pill,41,Blue
20,1,Pill,52,Blue
9,1,Pill,34,Blue
10,1,Pill,35,Blue
12,1,Pill,34,Blue
16,1,Pill,32,Blue
17,1,Pill,36,Blue
18,1,Pill,36,Blue
20,1,Pill,37,Blue
9,1,Pill,106,Blue
10,1,Pill,95,Blue
12,1,Pill,98,Blue
16,1,Pill,98,Blue
17,1,Pill,97,Blue
18,1,Pill,83,Blue
20,1,Pill,104,Blue
9,1,Pill,43,Blue
10,1,Pill,51,Blue
12,1,Pill,55,Blue
16,1,Pill,45,Blue
17,1,Pill,51,Blue
18,1,Pill,55,Blue
20,1,Pill,43,Blue
9,1,Pill,29,Blue
10,1,Pill,28,Blue
12,1,Pill,30,Blue
16,1,Pill,30,Blue
17,1,Pill,28,Blue
18,1,Pill,29,Blue
20,1,Pill,28,Blue
9,1,Pill,33,Blue
10,1,Pill,32,Blue
12,1,Pill,35,Blue
16,1,Pill,32,Blue
17,1,Pill,34,Blue
18,1,Pill,34,Blue
20,1,Pill,33,Blue
9,1,Pill,52,Blue
10,1,Pill,49,Blue
12,1,Pill,48,Blue
16,1,Pill,48,Blue
17,1,Pill,50,Blue
18,1,Pill,48,Blue
20,1,Pill,50,Blue
9,1,Pill,35,Blue
10,1,Pill,37,Blue
12,1,Pill,40,Blue
16,1,Pill,36,Blue
17,1,Pill,34,Blue
18,1,Pill,40,Blue
20,1,Pill,35,Blue
9,1,Pill,30,Blue
10,1,Pill,32,Blue
12,1,Pill,32,Blue
16,1,Pill,30,Blue
17,1,Pill,30,Blue
18,1,Pill,30,Blue
20,1,Pill,30,Blue
9,1,Pill,57,Blue
10,1,Pill,60,Blue
12,1,Pill,60,Blue
16,1,Pill,54,Blue
17,1,Pill,56,Blue
18,1,Pill,52,Blue
20,1,Pill,54,Blue
9,1,Pill,39,Blue
10,1,Pill,39,Blue
12,1,Pill,38,Blue
16,1,Pill,37,Blue
17,1,Pill,38,Blue
18,1,Pill,39,Blue
20,1,Pill,42,Blue
9,1,Pill,36,Blue
10,1,Pill,39,Blue
12,1,Pill,37,Blue
16,1,Pill,45,Blue
17,1,Pill,40,Blue
18,1,Pill,40,Blue
20,1,Pill,49,Blue
9,1,Pill,46,Blue
10,1,Pill,51,Blue
12,1,Pill,48,Blue
16,1,Pill,42,Blue
17,1,Pill,39,Blue
18,1,Pill,40,Blue
20,1,Pill,49,Blue
9,1,Pill,56,Blue
10,1,Pill,49,Blue
12,1,Pill,62,Blue
16,1,Pill,61,Blue
17,1,Pill,40,Blue
18,1,Pill,39,Blue
20,1,Pill,54,Blue
9,1,Pill,68,Blue
10,1,Pill,71,Blue
12,1,Pill,73,Blue
16,1,Pill,71,Blue
17,1,Pill,71,Blue
18,1,Pill,79,Blue
20,1,Pill,67,Blue
9,1,Pill,55,Blue
10,1,Pill,46,Blue
12,1,Pill,35,Blue
16,1,Pill,37,Blue
17,1,Pill,37,Blue
18,1,Pill,35,Blue
20,1,Pill,46,Blue
9,1,Pill,50,Blue
10,1,Pill,52,Blue
12,1,Pill,58,Blue
16,1,Pill,50,Blue
17,1,Pill,48,Blue
18,1,Pill,54,Blue
20,1,Pill,52,Blue
9,1,Pill,43,Blue
10,1,Pill,44,Blue
12,1,Pill,37,Blue
16,1,Pill,58,Blue
17,1,Pill,37,Blue
18,1,Pill,37,Blue
20,1,Pill,65,Blue
9,1,Pill,46,Blue
10,1,Pill,46,Blue
12,1,Pill,47,Blue
16,1,Pill,42,Blue
17,1,Pill,44,Blue
18,1,Pill,50,Blue
20,1,Pill,45,Blue
9,1,Pill,38,Blue
10,1,Pill,52,Blue
12,1,Pill,29,Blue
16,1,Pill,30,Blue
17,1,Pill,37,Blue
18,1,Pill,29,Blue
20,1,Pill,64,Blue
9,1,Pill,36,Blue
10,1,Pill,34,Blue
12,1,Pill,31,Blue
16,1,Pill,35,Blue
17,1,Pill,35,Blue
18,1,Pill,34,Blue
20,1,Pill,36,Blue
9,1,Pill,32,Blue
10,1,Pill,32,Blue
12,1,Pill,32,Blue
16,1,Pill,31,Blue
17,1,Pill,31,Blue
18,1,Pill,35,Blue
20,1,Pill,32,Blue
9,1,Pill,35,Blue
10,1,Pill,33,Blue
12,1,Pill,34,Blue
16,1,Pill,33,Blue
17,1,Pill,34,Blue
18,1,Pill,34,Blue
20,1,Pill,35,Blue
9,1,Pill,54,Blue
10,1,Pill,51,Blue
12,1,Pill,55,Blue
16,1,Pill,52,Blue
17,1,Pill,49,Blue
18,1,Pill,39,Blue
20,1,Pill,51,Blue
9,1,Pill,39,Blue
10,1,Pill,39,Blue
12,1,Pill,37,Blue
16,1,Pill,38,Blue
17,1,Pill,39,Blue
18,1,Pill,44,Blue
20,1,Pill,38,Blue
9,1,Pill,35,Blue
10,1,Pill,32,Blue
12,1,Pill,34,Blue
16,1,Pill,34,Blue
17,1,Pill,34,Blue
18,1,Pill,33,Blue
20,1,Pill,34,Blue
9,1,Pill,48,Blue
10,1,Pill,43,Blue
12,1,Pill,52,Blue
16,1,Pill,49,Blue
17,1,Pill,45,Blue
18,1,Pill,48,Blue
20,1,Pill,42,Blue
9,1,Pill,48,Blue
10,1,Pill,46,Blue
12,1,Pill,45,Blue
16,1,Pill,42,Blue
17,1,Pill,47,Blue
18,1,Pill,52,Blue
20,1,Pill,45,Blue
9,1,Pill,68,Blue
10,1,Pill,65,Blue
12,1,Pill,52,Blue
16,1,Pill,52,Blue
17,1,Pill,68,Blue
18,1,Pill,67,Blue
20,1,Pill,64,Blue
9,1,Pill,27,Blue
10,1,Pill,31,Blue
12,1,Pill,27,Blue
16,1,Pill,30,Blue
17,1,Pill,28,Blue
18,1,Pill,29,Blue
20,1,Pill,28,Blue
9,1,Pill,32,Blue
10,1,Pill,32,Blue
12,1,Pill,34,Blue
16,1,Pill,31,Blue
17,1,Pill,30,Blue
18,1,Pill,33,Blue
20,1,Pill,34,Blue
9,1,Pill,42,Blue
10,1,Pill,40,Blue
12,1,Pill,40,Blue
16,1,Pill,45,Blue
17,1,Pill,37,Blue
18,1,Pill,31,Blue
20,1,Pill,43,Blue
9,1,Pill,47,Blue
10,1,Pill,44,Blue
12,1,Pill,45,Blue
16,1,Pill,47,Blue
17,1,Pill,43,Blue
18,1,Pill,48,Blue
20,1,Pill,42,Blue
9,1,Pill,42,Blue
10,1,Pill,49,Blue
12,1,Pill,40,Blue
16,1,Pill,42,Blue
17,1,Pill,65,Blue
18,1,Pill,47,Blue
20,1,Pill,42,Blue
9,1,Pill,48,Blue
10,1,Pill,48,Blue
12,1,Pill,50,Blue
16,1,Pill,44,Blue
17,1,Pill,46,Blue
18,1,Pill,50,Blue
20,1,Pill,48,Blue
9,1,Pill,28,Blue
10,1,Pill,29,Blue
12,1,Pill,27,Blue
16,1,Pill,28,Blue
17,1,Pill,28,Blue
18,1,Pill,30,Blue
20,1,Pill,29,Blue
9,1,Pill,39,Blue
10,1,Pill,40,Blue
12,1,Pill,41,Blue
16,1,Pill,35,Blue
17,1,Pill,36,Blue
18,1,Pill,44,Blue
20,1,Pill,38,Blue
9,1,Pill,41,Blue
10,1,Pill,44,Blue
12,1,Pill,47,Blue
16,1,Pill,39,Blue
17,1,Pill,40,Blue
18,1,Pill,46,Blue
20,1,Pill,45,Blue
9,1,Pill,37,Blue
10,1,Pill,36,Blue
12,1,Pill,40,Blue
16,1,Pill,38,Blue
17,1,Pill,41,Blue
18,1,Pill,41,Blue
20,1,Pill,41,Blue
9,1,Pill,47,Blue
10,1,Pill,37,Blue
12,1,Pill,54,Blue
16,1,Pill,42,Blue
17,1,Pill,38,Blue
18,1,Pill,35,Blue
20,1,Pill,45,Blue
9,1,Pill,38,Blue
10,1,Pill,40,Blue
12,1,Pill,38,Blue
16,1,Pill,39,Blue
17,1,Pill,37,Blue
18,1,Pill,37,Blue
20,1,Pill,39,Blue
9,1,Pill,75,Blue
10,1,Pill,71,Blue
12,1,Pill,83,Blue
16,1,Pill,83,Blue
17,1,Pill,74,Blue
18,1,Pill,68,Blue
20,1,Pill,77,Blue
9,1,Pill,53,Blue
10,1,Pill,48,Blue
12,1,Pill,73,Blue
16,1,Pill,48,Blue
17,1,Pill,64,Blue
18,1,Pill,49,Blue
20,1,Pill,51,Blue
9,1,Pill,29,Blue
10,1,Pill,27,Blue
12,1,Pill,32,Blue
16,1,Pill,29,Blue
17,1,Pill,30,Blue
18,1,Pill,28,Blue
20,1,Pill,31,Blue
9,1,Pill,50,Blue
10,1,Pill,42,Blue
12,1,Pill,62,Blue
16,1,Pill,55,Blue
17,1,Pill,56,Blue
18,1,Pill,35,Blue
20,1,Pill,53,Blue
9,1,Pill,45,Blue
10,1,Pill,45,Blue
12,1,Pill,47,Blue
16,1,Pill,37,Blue
17,1,Pill,38,Blue
18,1,Pill,42,Blue
20,1,Pill,46,Blue
9,1,Pill,50,Blue
10,1,Pill,60,Blue
12,1,Pill,51,Blue
16,1,Pill,52,Blue
17,1,Pill,56,Blue
18,1,Pill,61,Blue
20,1,Pill,54,Blue
9,1,Pill,43,Blue
10,1,Pill,43,Blue
12,1,Pill,52,Blue
16,1,Pill,42,Blue
17,1,Pill,44,Blue
18,1,Pill,48,Blue
20,1,Pill,43,Blue
9,1,Pill,56,Blue
10,1,Pill,55,Blue
12,1,Pill,52,Blue
16,1,Pill,56,Blue
17,1,Pill,60,Blue
18,1,Pill,62,Blue
20,1,Pill,60,Blue
9,1,Pill,45,Blue
10,1,Pill,44,Blue
12,1,Pill,45,Blue
16,1,Pill,45,Blue
17,1,Pill,44,Blue
18,1,Pill,45,Blue
20,1,Pill,42,Blue
9,1,Pill,71,Blue
10,1,Pill,78,Blue
12,1,Pill,72,Blue
16,1,Pill,67,Blue
17,1,Pill,75,Blue
18,1,Pill,81,Blue
20,1,Pill,70,Blue
9,1,Pill,36,Blue
10,1,Pill,32,Blue
12,1,Pill,34,Blue
16,1,Pill,44,Blue
17,1,Pill,32,Blue
18,1,Pill,34,Blue
20,1,Pill,39,Blue
9,1,Pill,40,Blue
10,1,Pill,39,Blue
12,1,Pill,46,Blue
16,1,Pill,39,Blue
17,1,Pill,38,Blue
18,1,Pill,40,Blue
20,1,Pill,40,Blue
9,1,Pill,30,Blue
10,1,Pill,28,Blue
12,1,Pill,31,Blue
16,1,Pill,30,Blue
17,1,Pill,29,Blue
18,1,Pill,30,Blue
20,1,Pill,31,Blue
9,1,Pill,32,Blue
10,1,Pill,32,Blue
12,1,Pill,31,Blue
16,1,Pill,31,Blue
17,1,Pill,32,Blue
18,1,Pill,32,Blue
20,1,Pill,31,Blue
9,1,Pill,31,Blue
10,1,Pill,31,Blue
12,1,Pill,33,Blue
16,1,Pill,32,Blue
17,1,Pill,31,Blue
18,1,Pill,35,Blue
20,1,Pill,30,Blue
9,1,Pill,31,Blue
10,1,Pill,30,Blue
12,1,Pill,29,Blue
16,1,Pill,31,Blue
17,1,Pill,32,Blue
18,1,Pill,32,Blue
20,1,Pill,30,Blue
9,1,Pill,41,Blue
10,1,Pill,41,Blue
12,1,Pill,42,Blue
16,1,Pill,40,Blue
17,1,Pill,41,Blue
18,1,Pill,48,Blue
20,1,Pill,42,Blue
9,1,Pill,84,Blue
10,1,Pill,91,Blue
12,1,Pill,92,Blue
16,1,Pill,83,Blue
17,1,Pill,85,Blue
18,1,Pill,85,Blue
20,1,Pill,92,Blue
9,1,Pill,29,Blue
10,1,Pill,34,Blue
12,1,Pill,32,Blue
16,1,Pill,30,Blue
17,1,Pill,31,Blue
18,1,Pill,32,Blue
20,1,Pill,33,Blue
9,1,Pill,32,Blue
10,1,Pill,32,Blue
12,1,Pill,33,Blue
16,1,Pill,36,Blue
17,1,Pill,31,Blue
18,1,Pill,33,Blue
20,1,Pill,33,Blue
9,1,Pill,42,Blue
10,1,Pill,51,Blue
12,1,Pill,43,Blue
16,1,Pill,40,Blue
17,1,Pill,46,Blue
18,1,Pill,43,Blue
20,1,Pill,43,Blue
9,1,Pill,38,Blue
10,1,Pill,39,Blue
12,1,Pill,39,Blue
16,1,Pill,36,Blue
17,1,Pill,40,Blue
18,1,Pill,42,Blue
20,1,Pill,35,Blue
9,1,Pill,29,Blue
10,1,Pill,27,Blue
12,1,Pill,29,Blue
16,1,Pill,31,Blue
17,1,Pill,31,Blue
18,1,Pill,31,Blue
20,1,Pill,30,Blue
9,1,Pill,31,Blue
10,1,Pill,31,Blue
12,1,Pill,31,Blue
16,1,Pill,30,Blue
17,1,Pill,30,Blue
18,1,Pill,31,Blue
20,1,Pill,31,Blue
9,1,Pill,34,Blue
10,1,Pill,37,Blue
12,1,Pill,35,Blue
16,1,Pill,34,Blue
17,1,Pill,36,Blue
18,1,Pill,34,Blue
20,1,Pill,31,Blue
9,1,Pill,39,Blue
10,1,Pill,41,Blue
12,1,Pill,41,Blue
16,1,Pill,38,Blue
17,1,Pill,40,Blue
18,1,Pill,41,Blue
20,1,Pill,39,Blue
9,1,Pill,47,Blue
10,1,Pill,49,Blue
12,1,Pill,51,Blue
16,1,Pill,51,Blue
17,1,Pill,47,Blue
18,1,Pill,47,Blue
20,1,Pill,48,Blue
9,1,Pill,44,Blue
10,1,Pill,44,Blue
12,1,Pill,57,Blue
16,1,Pill,48,Blue
17,1,Pill,44,Blue
18,1,Pill,55,Blue
20,1,Pill,48,Blue
9,1,Pill,37,Blue
10,1,Pill,39,Blue
12,1,Pill,40,Blue
16,1,Pill,38,Blue
17,1,Pill,40,Blue
18,1,Pill,40,Blue
20,1,Pill,39,Blue
9,1,Pill,42,Blue
10,1,Pill,43,Blue
12,1,Pill,43,Blue
16,1,Pill,38,Blue
17,1,Pill,40,Blue
18,1,Pill,46,Blue
20,1,Pill,42,Blue
9,1,Pill,56,Blue
10,1,Pill,61,Blue
12,1,Pill,54,Blue
16,1,Pill,61,Blue
17,1,Pill,62,Blue
18,1,Pill,64,Blue
20,1,Pill,57,Blue
9,1,Pill,42,Blue
10,1,Pill,41,Blue
12,1,Pill,42,Blue
